"126342268603998208","apple","POS","Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."
"126325800080392193","apple","OTHER","@DailyDealChat @apple Thanks!!"
"126324177501302784","apple","OTHER","iPads Replace Bound Playbooks on Some N.F.L. Teams URL @apple @nytimes"
"126323785145126912","apple","OTHER","@apple..good ipad"
"126322063332999169","apple","OTHER","@apple @siri is efffing amazing!!"
"126318009647235072","apple","POS","RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! URL"
"126315223060709376","apple","POS","We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! URL"
"126315011600678913","apple","POS","When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered "
"126314687116750849","apple","OTHER","We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16"
"126311981564178432","apple","OTHER","---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?"
"126307801046847488","apple","OTHER","RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. : ..."
"126302673820594176","apple","OTHER","I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!"
"126301956951117826","apple","OTHER","@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple URL"
"126287654093471745","apple","OTHER","At the bus with my iPhone ;) thxx @apple"
"126284506360578049","apple","OTHER","@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices. I was talking about desktop app."
"126263834968211456","apple","OTHER","NYTimes: Coach Wants to See You. And Bring Your iPad. URL #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad"
"126256230397259776","apple","OTHER","@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA"
"126195522691280896","apple","OTHER","@bkad5161 than apologize to @apple ;)"
"126183339945234432","apple","OTHER","@Apple downloads of iOS 5 are proving popular with users -- URL"
"126180209501286400","apple","OTHER","Lmfao look at the argument I had with Siri !! @ijustine @apple URL"
"126164430546403328","apple","OTHER","Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 URL @apple #iphone4s"
"126148685737361408","apple","OTHER","Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol URL #backchannel @apple"
"126140794078892033","apple","NEG","Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now"
"126134400466419712","apple","OTHER","Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -"
"126130991365500928","apple","OTHER","you are so blessed. @apple"
"126116898051076096","apple","OTHER","#Siri now knows who my dad, mom, brother and girlfriend is. Thanks @apple"
"126116614495154176","apple","OTHER","Well at least the @apple store has amazing call waiting music! #need4s"
"126112836219973632","apple","OTHER","#sweet... #apple replaced my glass #probono. thank you @apple"
"126107965991297024","apple","OTHER","Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg URL - #smartphone #sm RT @VinodRad"
"126104732426186752","apple","OTHER","loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology"
"126097426493878272","apple","OTHER","I'm loving this new IOS5 update :) @apple"
"126095744531832832","apple","OTHER","Another mention for Apple Store: URL - RT @floridamike Once again getting great customer service from the @apple store ..."
"126084907343691776","apple","OTHER","Time to go get my iPhone 4s. Looking forward to sticking it to the man by no longer paying for most texts. Thanks @apple."
"126079414986485761","apple","OTHER","hey @apple I hate my computer i need a #mack wanna send me a free one."
"126076743613284354","apple","OTHER","Thank you @apple. My new gf(iphone4s) is great! She does everything!"
"126076238375817216","apple","OTHER","#iCloud set up was flawless and works like a champ! To the Cloud @Apple"
"126075534894571520","apple","POS","@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!"
"126064519943426048","apple","OTHER","@apple loving the new IOS5 upgrade for the iPhone!"
"126063569660936193","apple","OTHER","The nice @apple tech support guy fixed my iTouch =D"
"126063358037340161","apple","OTHER","Once again getting great customer service from the @apple store at millenia mall."
"126059405941809152","apple","OTHER","Is it just me or is #iOS5 faster for the iPad? @apple"
"126059399319003136","apple","OTHER","I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek"
"126057030996852737","apple","OTHER","making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) URL"
"126049183865114624","apple","POS","So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my water-damaged Macbook Pro!!! Wow!"
"126040352237961217","apple","OTHER","New macbook is too sick @apple"
"126040074595999746","apple","OTHER","Play on ma man. Loving the camera in the #iphone4s. Well done @apple #fb URL"
"126034495991328768","apple","OTHER","So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone."
"126026756623831041","apple","OTHER","@Apple Safari Reader owns the worldwide web"
"126019393460244481","apple","OTHER","I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"
"126015087386431488","apple","OTHER","#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm (-2)"
"126009748020658177","apple","OTHER","Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! URL"
"126002597063696384","apple","OTHER","i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone"
"125999676972470272","apple","OTHER","Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! URL"
"125995158679461888","apple","OTHER","Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple."
"125978568726560768","apple","OTHER","4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!"
"125974505385500672","apple","OTHER",".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear"
"125960325437722624","apple","OTHER","@iancollinsuk @apple I like what you did there...!"
"125959059957485569","apple","OTHER","I just sent my grandma a post card using my #CardsApp thanks @Apple"
"125954443643588608","apple","OTHER","Sorry @BlackBerry, I'm moving to @Apple."
"125947912306954240","apple","OTHER","@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive."
"125947232359948288","apple","OTHER","Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"
"125940394566483968","apple","OTHER","God Bless @YouTube, @apple for #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)"
"125925618486489088","apple","OTHER","Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)"
"125924446430183425","apple","OTHER","Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking."
"125922999651139584","apple","OTHER","One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: URL (via @apple)"
"125910633731461120","apple","OTHER","@Apple just keep getting better and better!!iCloud is amazing!!"
"125902301931126785","apple","OTHER","RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"125901202591461376","apple","POS","Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple"
"125900497327636480","apple","OTHER","Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone"
"125840039031738368","apple","OTHER","@apple your simply the best."
"125794931439702016","apple","OTHER","I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's"
"125728717942161408","apple","OTHER","Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness"
"125727629012770816","apple","OTHER","S/O to @apple for replacing my phone for free"
"125722746100531200","apple","OTHER","Loving the new iPod update @apple"
"125717622728818688","apple","OTHER","@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri."
"125713935344214016","apple","OTHER","@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"
"125708639607599104","apple","OTHER","Loving my new #iPhone4S thanks @apple for #ios5"
"125706813583798274","apple","OTHER","i love this. so much. thank you @apple. URL"
"125701161926930433","apple","OTHER","@apple the iPhone 4s is great #genius"
"125699573799845888","apple","OTHER","@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic."
"125680049478316032","apple","OTHER","@rygurl you need an @apple iphone4S with Siri!"
"125677424565424128","apple","OTHER","Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: URL @Apple"
"125667241978114048","apple","OTHER","So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
"125662399217930240","apple","OTHER","@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry"
"125648027045199873","apple","OTHER","RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
"125645258003464192","apple","OTHER","Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. URL"
"125643107260829697","apple","OTHER","@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??"
"125633677597229056","apple","OTHER","@apple by far the best iPod and first time iPhone ever.... Good job guys"
"125628199269961729","apple","OTHER","@Apple's Siri is witchcraft. What's next @googleresearch. 2 yr lead lost?"
"125623745284018176","apple","OTHER","@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
"125618466353983488","apple","OTHER","RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success URL ..."
"125610372727193601","apple","OTHER","Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success URL"
"125596541028282369","apple","OTHER","Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys."
"125585606100267008","apple","POS","Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D"
"125562428200202240","apple","POS","RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple"
"125561950376701952","apple","POS","the nice guy at the @apple store replaced my phone gratis when I showed him the hairline crack on the screen. thanks @apple"
"125550135911518209","apple","OTHER","My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
"125547297072357376","apple","OTHER","It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!"
"125539788546781185","apple","OTHER","RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"125537993942515712","apple","OTHER","@RickySinghPT got a new backside for my eye phone! V impressed with @apple"
"125537578974851072","apple","OTHER","#iPhone 4S in Space URL this is amazing #creative @apple your products inspire people to do unbelievable things"
"125524107386302465","apple","OTHER","Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!"
"125523414298533888","apple","OTHER","_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6 @Apple present... URL"
"125501576952553472","apple","POS","Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple"
"125501281753251840","apple","OTHER","@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required"
"125495491701125120","apple","OTHER","New iOS 5 update is THE BEST. iloveyou @apple"
"125459338524499969","apple","OTHER","Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson."
"125455260801179648","apple","OTHER","I absolutely love my iPhone 4S. Thank you, Steve and @apple."
"125423290767507456","apple","OTHER","@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s"
"125416879035658240","apple","OTHER","dammit, listening to siri is making me want to upgrade. well played @apple."
"125407532893224962","apple","OTHER","Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature"
"125402636764712960","apple","OTHER","Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple."
"125402412147146752","apple","OTHER","@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!"
"125393816470568961","apple","OTHER","#iOS5 update submitted to @apple! Thanks for all the support!"
"125374540107886593","apple","OTHER","I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good, and it's still in beta. Good job @apple. Wow"
"125356807626559488","apple","OTHER","Awesome service from the @apple store in pc. Thanks chris!"
"125343429289984000","apple","OTHER","RT @To1ne: .@apple thanks for fixing this... URL"
"125338216411828224","apple","OTHER","I am crazy about #iOS5 . The photo cropping is the best! @apple"
"125333598197911552","apple","OTHER",".@apple thanks for fixing this... URL"
"125319163366473728","apple","OTHER","RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE"
"125313088160411649","apple","OTHER","@apple has changed life."
"125309946723188736","apple","OTHER","Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!"
"125281706327552001","apple","OTHER","@jonsibley Actually, the @Apple mouse is pretty sweet man."
"125279987254300672","apple","OTHER","The #iphone4s is amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple"
"125264731035537409","apple","OTHER","Finally got the @apple IPhone thanks to @sprint getting with the times"
"125256305647693825","apple","OTHER","#iOs5 is nice and as it had to be ! Thanks @Apple"
"125252188065902592","apple","OTHER","Good support fm Kevin @apple #Bellevue store 4 biz customers TY!"
"125243911538098176","apple","OTHER","Just downloaded IOS 5. It's better than I expected! #thankyou @apple"
"125238977417580544","apple","OTHER","Wow I am loving this new @apple update for my touch. #coolness Well done"
"125238017299451905","apple","POS","@Apple: Siri is amazing!!! I'm in love!"
"126418790706712576","apple","NEG","RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ..."
"126417285559762944","apple","NEG","RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"126416915664084992","apple","NEG","@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"126416109212680192","apple","OTHER","THiS IS WHAT WiLL KiLL APPLE URL RiP @APPLE"
"126411162622496768","apple","OTHER","@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5"
"126410591949697024","apple","OTHER","@apple needs to hurry up and release #iTunesMatch"
"126409696553861121","apple","OTHER","Why is #Siri always down @apple"
"126408864387182593","apple","OTHER","I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple"
"126408052525105153","apple","OTHER","@apple AirDrop #fail - Immediate ""declined your request."" every time"
"126407767132078082","apple","OTHER","good article about why @apple fucked it all up with lion and their future. URL #fb"
"126405405667627008","apple","OTHER","RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen URL @apple @iphone4s"
"126405185630253056","apple","OTHER","Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen URL @apple @iphone4s"
"126405040809312256","apple","NEG","The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss"
"126400637930979329","apple","OTHER","Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer. Missed opportunity @apple"
"126394680903614465","apple","OTHER","@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button."
"126393717421645825","apple","OTHER","@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!"
"126393204550537216","apple","NEG","FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO."
"126392402083708928","apple","NEG","Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please."
"126391082308206593","apple","OTHER","OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS"
"126389218284015616","apple","OTHER","@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise… why doesn't it just auto-authorise it when I sign into iTunes? Grrrr..."
"126388194194362369","apple","OTHER","Seriously - I have absolutely no offing clue what @Apple means by ""authorization"", nor how to do it."
"126388023725268992","apple","OTHER","Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? ""You must authorize this computer…"""
"126385036441296896","apple","OTHER","shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild."
"126382959711358976","apple","NEG",". @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!"
"126382051661328385","apple","OTHER","Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance"
"126381519513194497","apple","OTHER","Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity"
"126380588822298625","apple","NEG","I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!"
"126380553464315904","apple","OTHER","It would be great If @Apple would send my new phone. #frustrated"
"126377298650861568","apple","OTHER","@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit."
"126375381249966080","apple","OTHER","@rogerweir no but I have the option of a replacement iPhone 4s ? Not sure if I want one after having 2 duff iPhones. @O2 @iphone4s @apple"
"126372694118768640","apple","OTHER","So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?"
"126372040696541184","apple","NEG","You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?"
"126363154837020672","apple","OTHER","removing all @apple shit."
"126361483432038400","apple","OTHER","So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple"
"126358781633368064","apple","OTHER","What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable."
"126358301393956866","apple","OTHER","@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em"
"126358272084152320","apple","OTHER","Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise"
"126357580741226496","apple","OTHER","@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :("
"126357227727626240","apple","OTHER","@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily."
"126354628999778305","apple","OTHER","Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat"
"126351972948393984","apple","OTHER","@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO"
"126348169826148352","apple","OTHER","Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit."
"126344426854416385","apple","OTHER","@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv"
"126343931117047808","apple","NEG","Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"
"126343679785959424","apple","OTHER","@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers..."
"126343214805426176","apple","OTHER","Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark."
"126334597431697408","apple","OTHER","@APPLE Wow @MOTOROLA Just crushed your dreams...."
"126331480233353216","apple","OTHER","RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt; iPhone 5 on schedule for summer launch? URL via @BGR"
"126331327271284736","apple","OTHER","Oh, just fuck you, @apple. Already?? ---&gt; iPhone 5 on schedule for summer launch? URL via @BGR"
"126327808803880960","apple","OTHER","@apple, No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
"126325125749542913","apple","OTHER","WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!"
"126324573384871936","apple","OTHER","@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?"
"126324389741473792","apple","OTHER","@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T"
"126324077513293824","apple","OTHER","Interesting... @apple now requires you to have a reservation ? #apple #iphone #4S : URL"
"126321169468100609","apple","OTHER","@apple why is my iPhone battery so crappy #fail"
"126320033369563138","apple","OTHER","My @Apple @macbook keyboard will not type :("
"126310645443461121","apple","OTHER","Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why? @gruber"
"126309616391950336","apple","OTHER","@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world"
"126307071984545793","apple","OTHER","I hate my @apple computer. Thats 3500 dollars down the drain."
"126302386644975616","apple","OTHER","@apple my iPhone is charging very slowly!!!!!"
"126299379832336384","apple","OTHER","@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2"
"126297326565330944","apple","OTHER","@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!"
"126292335540699136","apple","OTHER","@Apple iTunes is the worst program ever. For such a great phone, you make some awful software."
"126286814578348032","apple","OTHER","One would think the voice recognition on the @apple tech support line would work a little better."
"126283602571964416","apple","OTHER","@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!"
"126281019476291585","apple","OTHER","@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do."
"126280555980529664","apple","OTHER","@AsimRang @apple @umber the desktop app is wack though"
"126279811151831042","apple","OTHER","I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) URL"
"126258214412091392","apple","OTHER","Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight"
"126257645282799616","apple","OTHER","Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #"
"126251052667375616","apple","OTHER","#DontBeMadAtMeBecause #Android is by far better than @Apple"
"126247557339947008","apple","NEG","@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound."
"126243680129523712","apple","OTHER","@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld URL"
"126240605419487232","apple","OTHER","Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise."
"126238223537152001","apple","OTHER","Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!"
"126221894126022656","apple","OTHER","Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???"
"126188946974720000","apple","OTHER","oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it"
"126188717902802944","apple","NEG","why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple"
"126188686453907457","apple","NEG",". if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed"
"126182880123695104","apple","OTHER","iMessage doesn't show the time a message was sent, annoying @apple"
"126167083334643713","apple","OTHER","Like @apple da fuck is this shit? URL"
"126163315499081728","apple","OTHER","RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ..."
"126163250172801024","apple","OTHER","Damn it @Apple!! Whatchu done to my phone??"
"126158846375903233","apple","OTHER","Samsung seeks iPhone 4S ban in Japan and Australia Patent war intensifies with injunction sought against @Apple URL"
"126155291288023040","apple","NEG","@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail"
"126153311521996800","apple","OTHER","@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??"
"126150581558591488","apple","OTHER","@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing"
"126148955217203200","apple","OTHER","RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ..."
"126148565302128640","apple","OTHER","@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp"
"126143926523539457","apple","OTHER","@albertmal88 remember @apple is evil. #icloud entering the #dropbox market"
"126141380409036800","apple","OTHER","I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple"
"126141077131497472","apple","OTHER","9% now on my second full charge of the day. Pissed @Apple"
"126132919117938689","apple","OTHER","RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!"
"126131535211536384","apple","OTHER","I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”"
"126129938247061504","apple","OTHER","ugh! @apple, you’re reservation page for the iPhone is NOT working."
"126129582326816769","apple","OTHER","iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use."
"126128599030956032","apple","OTHER","Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs"
"126127465155403777","apple","NEG","i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple"
"126126605344047105","apple","OTHER","Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up."
"126121175926571009","apple","OTHER","oh.. my iphone is overcapacity huh?! -____- @Apple won't let me be great!!!"
